date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:30:58	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:30:58%20GMT	http://teqd.zkey.cc/_nuxt/5faad29.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/5faad29.js	(from https://teqd.zkey.cc/)
00:30:59	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:30:59%20GMT	http://teqd.zkey.cc/_nuxt/75adbc6.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/75adbc6.js	(from https://teqd.zkey.cc/)
00:31:00	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:00%20GMT	http://teqd.zkey.cc/_nuxt/501cbbf.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/501cbbf.js	(from https://teqd.zkey.cc/)
00:31:04	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:04%20GMT	http://teqd.zkey.cc/_nuxt/2ddd22f.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/2ddd22f.js	(from https://teqd.zkey.cc/)
00:31:04	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:04%20GMT	http://teqd.zkey.cc/_nuxt/667cf98.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/667cf98.js	(from https://teqd.zkey.cc/)
00:31:05	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:05%20GMT	http://teqd.zkey.cc/_nuxt/f30f4e1.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/f30f4e1.js	(from https://teqd.zkey.cc/)
00:31:07	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:06%20GMT	http://teqd.zkey.cc/_nuxt/59d14b6.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/59d14b6.js	(from https://teqd.zkey.cc/)
00:31:07	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:07%20GMT	http://teqd.zkey.cc/_nuxt/0bc1b7f.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/0bc1b7f.js	(from https://teqd.zkey.cc/)
00:31:08	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:08%20GMT	http://teqd.zkey.cc/_nuxt/af46c50.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/af46c50.js	(from https://teqd.zkey.cc/)
00:31:09	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:09%20GMT	http://teqd.zkey.cc/_nuxt/d075320.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/d075320.js	(from https://teqd.zkey.cc/)
00:31:10	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:10%20GMT	http://teqd.zkey.cc/_nuxt/b748da4.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/b748da4.js	(from https://teqd.zkey.cc/)
00:31:11	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:11%20GMT	http://teqd.zkey.cc/_nuxt/d127343.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/d127343.js	(from https://teqd.zkey.cc/)
00:31:12	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:12%20GMT	http://teqd.zkey.cc/_nuxt/9ac81a9.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/9ac81a9.js	(from https://teqd.zkey.cc/)
00:31:13	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:13%20GMT	http://teqd.zkey.cc/_nuxt/32c5cc7.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/32c5cc7.js	(from https://teqd.zkey.cc/)
00:31:16	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:15%20GMT	http://teqd.zkey.cc/_nuxt/fb06283.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/fb06283.js	(from https://teqd.zkey.cc/)
00:31:16	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:16%20GMT	http://teqd.zkey.cc/_nuxt/06d92d2.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/06d92d2.js	(from https://teqd.zkey.cc/)
00:31:17	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:17%20GMT	http://teqd.zkey.cc/_nuxt/d0463e7.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/d0463e7.js	(from https://teqd.zkey.cc/)
00:31:21	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:21%20GMT	http://teqd.zkey.cc/_nuxt/0303ec4.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/0303ec4.js	(from https://teqd.zkey.cc/)
00:31:22	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:21%20GMT	http://teqd.zkey.cc/_nuxt/f7c3f45.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/f7c3f45.js	(from https://teqd.zkey.cc/)
00:31:22	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:22%20GMT	http://teqd.zkey.cc/_nuxt/29d01b4.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/29d01b4.js	(from https://teqd.zkey.cc/)
00:31:23	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:23%20GMT	http://teqd.zkey.cc/_nuxt/9bb9d4e.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/9bb9d4e.js	(from https://teqd.zkey.cc/)
00:31:24	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:24%20GMT	http://teqd.zkey.cc/_nuxt/84c98dd.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/84c98dd.js	(from https://teqd.zkey.cc/)
00:31:25	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:25%20GMT	http://teqd.zkey.cc/_nuxt/0f039b5.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/0f039b5.js	(from https://teqd.zkey.cc/)
00:31:26	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:26%20GMT	http://teqd.zkey.cc/_nuxt/f0510cb.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/f0510cb.js	(from https://teqd.zkey.cc/)
00:31:27	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:27%20GMT	http://teqd.zkey.cc/_nuxt/b55f244.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/b55f244.js	(from https://teqd.zkey.cc/)
00:31:29	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:29%20GMT	http://teqd.zkey.cc/_nuxt/8b3f6e3.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/8b3f6e3.js	(from https://teqd.zkey.cc/)
00:31:29	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:29%20GMT	http://teqd.zkey.cc/_nuxt/9b95297.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/9b95297.js	(from https://teqd.zkey.cc/)
00:31:31	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:31%20GMT	http://teqd.zkey.cc/_nuxt/0619d9a.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/0619d9a.js	(from https://teqd.zkey.cc/)
00:31:31	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:31%20GMT	http://teqd.zkey.cc/_nuxt/991d0ed.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/991d0ed.js	(from https://teqd.zkey.cc/)
00:31:32	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:32%20GMT	http://teqd.zkey.cc/_nuxt/97be217.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/97be217.js	(from https://teqd.zkey.cc/)
00:31:33	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:33%20GMT	http://teqd.zkey.cc/_nuxt/251a49b.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/251a49b.js	(from https://teqd.zkey.cc/)
00:31:34	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:34%20GMT	http://teqd.zkey.cc/_nuxt/f9835ae.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/f9835ae.js	(from https://teqd.zkey.cc/)
00:31:35	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:35%20GMT	http://teqd.zkey.cc/_nuxt/6cf10c8.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/6cf10c8.js	(from https://teqd.zkey.cc/)
00:31:36	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:36%20GMT	http://teqd.zkey.cc/_nuxt/4e402e5.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/4e402e5.js	(from https://teqd.zkey.cc/)
00:31:37	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:37%20GMT	http://teqd.zkey.cc/_nuxt/1dd1883.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/1dd1883.js	(from https://teqd.zkey.cc/)
00:31:38	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:38%20GMT	http://teqd.zkey.cc/_nuxt/2fdb9c8.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/2fdb9c8.js	(from https://teqd.zkey.cc/)
00:31:40	134/134	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Nov%202025%2016:31:39%20GMT	http://teqd.zkey.cc/_nuxt/f4386dc.js	/Users/yesmola/Documents/2025%20Paper%20/Machine%20Learning/1118Revised/Mirror/output/teqd_mirror/teqd.zkey.cc/_nuxt/f4386dc.js	(from https://teqd.zkey.cc/)
